,location,size,total_sqft,bath,price,bhk,price_per_sqrt
1317,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
1318,Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2,3584.2293906810037
1319,Electronic City Phase II,3 BHK,1150.0,3.0,46.0,3,4000.0
1320,Electronic City Phase II,3 BHK,1192.0,2.0,47.0,3,3942.953020134228
1321,Electronic City Phase II,2 BHK,1020.0,2.0,32.0,2,3137.2549019607845
1322,Electronic City Phase II,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
1323,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
1324,Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
1325,Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
1326,Electronic City Phase II,2 BHK,1160.0,2.0,52.2,2,4500.0
1327,Electronic City Phase II,2 BHK,1244.0,2.0,55.0,2,4421.221864951768
1328,Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
1329,Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,4115.22633744856
1330,Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
1331,Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
1332,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
1333,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
1334,Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2,2887.8048780487807
1335,Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800.0
1336,Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900.444444444445
1337,Electronic City Phase II,2 BHK,1140.0,2.0,34.0,2,2982.4561403508774
1338,Electronic City Phase II,2 BHK,1135.0,2.0,46.0,2,4052.863436123348
1339,Electronic City Phase II,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
1340,Electronic City Phase II,3 BHK,1336.0,2.0,50.35,3,3768.7125748502995
1341,Electronic City Phase II,1 BHK,575.0,1.0,16.75,1,2913.0434782608695
1342,Electronic City Phase II,2 BHK,1065.0,2.0,30.76,2,2888.262910798122
1343,Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
1344,Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2,2900.0
1345,Electronic City Phase II,2 BHK,911.0,2.0,26.5,2,2908.8913282107574
1346,Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
1347,Electronics City Phase 1,3 BHK,1475.0,3.0,78.29,3,5307.796610169492
1348,Electronics City Phase 1,3 BHK,1490.0,3.0,78.8,3,5288.5906040268455
1349,Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,4760.74986301616
1350,Electronics City Phase 1,3 BHK,1515.0,2.0,80.91,3,5340.59405940594
1351,Electronics City Phase 1,2 BHK,995.0,2.0,46.0,2,4623.115577889447
1352,Electronics City Phase 1,3 BHK,1555.0,2.0,82.0,3,5273.311897106109
1354,Electronics City Phase 1,2 BHK,1175.0,2.0,57.0,2,4851.063829787234
1355,Electronics City Phase 1,1 BHK,580.0,1.0,27.0,1,4655.172413793103
1356,Electronics City Phase 1,2 BHK,940.0,2.0,49.0,2,5212.765957446809
1357,Electronics City Phase 1,2 BHK,1335.0,2.0,67.0,2,5018.7265917603
1358,Electronics City Phase 1,2 BHK,1113.12,2.0,55.0,2,4941.066551674573
1359,Electronics City Phase 1,3 BHK,1350.0,3.0,71.0,3,5259.259259259259
1360,Electronics City Phase 1,2 BHK,995.0,2.0,49.8,2,5005.025125628141
1361,Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,5002.758620689656
1362,Electronics City Phase 1,1 RK,360.0,1.0,16.9,1,4694.444444444443
1363,Electronics City Phase 1,1 BHK,638.0,1.0,32.0,1,5015.673981191223
1364,Electronics City Phase 1,2 BHK,1200.0,2.0,59.76,2,4980.0
1365,Electronics City Phase 1,2 BHK,1145.0,2.0,54.0,2,4716.157205240174
1366,Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3,5290.322580645161
1367,Electronics City Phase 1,2 BHK,865.0,2.0,40.0,2,4624.277456647399
1368,Electronics City Phase 1,3 BHK,1800.0,3.0,93.0,3,5166.666666666667
1369,Electronics City Phase 1,2 BHK,1314.0,2.0,60.0,2,4566.2100456621
1370,Electronics City Phase 1,2 BHK,1170.0,2.0,62.0,2,5299.145299145299
1371,Electronics City Phase 1,3 BHK,1450.0,3.0,79.0,3,5448.275862068966
1372,Electronics City Phase 1,2 BHK,940.0,2.0,48.0,2,5106.382978723404
1373,Electronics City Phase 1,2 BHK,940.0,2.0,44.0,2,4680.851063829788
1374,Electronics City Phase 1,2 BHK,1300.0,2.0,67.0,2,5153.846153846154
1375,Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,4961.089494163424
1376,Electronics City Phase 1,2 BHK,1205.0,2.0,60.0,2,4979.253112033195
1377,Electronics City Phase 1,2 BHK,1305.0,2.0,67.0,2,5134.099616858238
1378,Electronics City Phase 1,2 BHK,1175.0,2.0,60.0,2,5106.382978723404
1379,Frazer Town,3 BHK,1700.0,3.0,180.0,3,10588.235294117647
1380,Frazer Town,3 BHK,1870.0,3.0,185.0,3,9893.048128342247
1381,Frazer Town,3 BHK,1750.0,3.0,150.0,3,8571.42857142857
1382,Frazer Town,3 BHK,2000.0,3.0,200.0,3,10000.0
1383,Frazer Town,3 BHK,3500.0,4.0,330.0,3,9428.57142857143
1384,Frazer Town,2 BHK,1550.0,2.0,140.0,2,9032.258064516129
1385,Frazer Town,3 BHK,2560.0,3.0,265.0,3,10351.5625
1386,Frazer Town,3 BHK,2400.0,3.0,260.0,3,10833.333333333334
1387,Frazer Town,4 BHK,3436.0,5.0,341.0,4,9924.330616996507
1388,Frazer Town,2 BHK,1315.0,2.0,140.0,2,10646.38783269962
1389,Frazer Town,3 BHK,1706.0,3.0,154.0,3,9026.963657678782
1390,Frazer Town,3 BHK,2079.0,3.0,220.0,3,10582.010582010582
1391,Frazer Town,4 BHK,3435.0,2.0,341.0,4,9927.21979621543
1392,Frazer Town,4 BHK,3436.0,5.0,345.0,4,10040.745052386495
1393,Frazer Town,2 BHK,1180.0,2.0,105.0,2,8898.305084745763
1394,Frazer Town,4 BHK,2900.0,4.0,325.0,4,11206.896551724138
1395,Frazer Town,3 BHK,1870.0,3.0,180.0,3,9625.668449197861
1396,Frazer Town,1 Bedroom,896.0,1.0,100.0,1,11160.714285714286
1397,GM Palaya,3 BHK,1820.0,2.0,86.0,3,4725.274725274725
1398,GM Palaya,2 BHK,1140.0,2.0,48.95,2,4293.859649122807
1399,GM Palaya,3 BHK,1315.0,3.0,64.0,3,4866.920152091255
1400,GM Palaya,3 BHK,1643.0,2.0,70.0,3,4260.49908703591
1401,Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588.679245283019
1402,Garudachar Palya,2 BHK,1060.0,2.0,48.7,2,4594.33962264151
1403,Garudachar Palya,2 BHK,1150.0,2.0,52.75,2,4586.95652173913
1404,Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
1405,Garudachar Palya,3 BHK,1320.0,2.0,60.6,3,4590.909090909091
1406,Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
1407,Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591.304347826087
1408,Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591.304347826087
1409,Garudachar Palya,2 BHK,1060.0,2.0,48.5,2,4575.471698113208
1410,Garudachar Palya,2 BHK,1150.0,2.0,52.5,2,4565.217391304348
1411,Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588.679245283019
1412,Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,4590.566037735849
1413,Giri Nagar,3 Bedroom,880.0,3.0,140.0,3,15909.09090909091
1414,Giri Nagar,4 Bedroom,2400.0,4.0,400.0,4,16666.666666666668
1415,Giri Nagar,4 Bedroom,2400.0,4.0,400.0,4,16666.666666666668
1416,Giri Nagar,6 Bedroom,2400.0,6.0,400.0,6,16666.666666666668
1417,Giri Nagar,6 Bedroom,600.0,6.0,100.0,6,16666.666666666668
1418,Giri Nagar,4 Bedroom,1120.0,4.0,175.0,4,15625.0
1419,Giri Nagar,6 BHK,1200.0,3.0,175.0,6,14583.333333333334
1420,Gollarapalya Hosahalli,3 BHK,1408.0,3.0,62.0,3,4403.409090909091
1421,Gollarapalya Hosahalli,2 BHK,861.0,2.0,36.5,2,4239.256678281068
1422,Gollarapalya Hosahalli,3 BHK,1345.0,3.0,60.0,3,4460.966542750929
1423,Gollarapalya Hosahalli,3 BHK,1318.0,3.0,56.0,3,4248.86191198786
1424,Gollarapalya Hosahalli,2 BHK,1129.0,2.0,50.0,2,4428.697962798937
1425,Gottigere,2 BHK,967.0,2.0,45.0,2,4653.567735263702
1426,Gottigere,2 BHK,950.0,2.0,38.0,2,4000.0
1427,Gottigere,2 BHK,1153.0,2.0,48.5,2,4206.418039895923
1428,Gottigere,3 BHK,1460.0,2.0,65.0,3,4452.054794520548
1429,Gottigere,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
1431,Gottigere,2 BHK,990.0,2.0,40.0,2,4040.40404040404
1432,Gottigere,3 BHK,1385.0,3.0,64.0,3,4620.938628158845
1434,Gottigere,2 BHK,945.0,2.0,45.0,2,4761.9047619047615
1435,Gottigere,4 Bedroom,2500.0,3.0,120.0,4,4800.0
1437,Gottigere,2 BHK,1120.0,2.0,50.0,2,4464.285714285715
1439,Gottigere,2 BHK,1280.0,2.0,61.0,2,4765.625
1440,Gottigere,2 BHK,1205.0,2.0,56.58,2,4695.435684647303
1442,Gottigere,3 BHK,1613.0,3.0,72.0,3,4463.732176069436
1443,Gottigere,2 BHK,1245.0,2.0,59.0,2,4738.955823293173
1444,Gottigere,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
1445,Green Glen Layout,4 BHK,3250.0,4.0,230.0,4,7076.923076923077
1446,Green Glen Layout,4 BHK,3250.0,4.0,230.0,4,7076.923076923077
1447,Green Glen Layout,3 BHK,1715.0,3.0,115.0,3,6705.539358600583
1448,Green Glen Layout,3 BHK,1751.0,2.0,115.0,3,6567.6756139348945
1449,Green Glen Layout,3 BHK,1530.0,3.0,105.0,3,6862.745098039216
1450,Green Glen Layout,3 BHK,1645.0,3.0,110.0,3,6686.930091185411
1451,Green Glen Layout,3 BHK,1517.0,3.0,100.0,3,6591.957811470006
1452,Green Glen Layout,4 BHK,3150.0,4.0,218.0,4,6920.6349206349205
1453,Green Glen Layout,3 BHK,1750.0,3.0,120.0,3,6857.142857142857
1454,Green Glen Layout,3 BHK,1751.0,3.0,115.0,3,6567.6756139348945
1455,Green Glen Layout,3 BHK,1715.0,3.0,120.0,3,6997.084548104956
1456,Green Glen Layout,3 BHK,1623.29,2.0,105.0,3,6468.345150897252
1457,Green Glen Layout,3 BHK,1715.0,3.0,115.0,3,6705.539358600583
1458,Green Glen Layout,3 BHK,1715.0,3.0,105.0,3,6122.448979591837
1459,Green Glen Layout,3 BHK,1600.0,3.0,105.0,3,6562.5
1460,Green Glen Layout,3 BHK,1715.0,3.0,112.0,3,6530.6122448979595
1461,Gubbalala,3 BHK,1470.0,2.0,82.0,3,5578.231292517007
1462,Gubbalala,3 BHK,1745.0,3.0,104.0,3,5959.885386819485
1463,Gubbalala,3 BHK,1745.0,3.0,115.0,3,6590.25787965616
1464,Gubbalala,3 BHK,1745.0,3.0,110.0,3,6303.7249283667625
1465,Gubbalala,5 BHK,2570.0,4.0,141.0,5,5486.381322957199
1466,Gubbalala,2 BHK,1205.0,2.0,70.0,2,5809.128630705394
1467,Gubbalala,3 BHK,1435.0,2.0,80.0,3,5574.912891986062
1468,Gubbalala,2 BHK,1475.0,2.0,80.0,2,5423.728813559322
1469,Gubbalala,3 BHK,2000.0,3.0,125.0,3,6250.0
1470,Gunjur,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
1471,Gunjur,3 BHK,1600.0,3.0,75.0,3,4687.5
1472,Gunjur,4 Bedroom,2000.0,3.0,95.0,4,4750.0
1473,Gunjur,2 BHK,1140.0,2.0,49.11,2,4307.894736842105
1474,Gunjur,2 BHK,1457.0,2.0,60.0,2,4118.050789293068
1475,Gunjur,2 BHK,1080.0,2.0,41.0,2,3796.296296296296
1476,Gunjur,3 BHK,1362.0,3.0,62.63,3,4598.384728340676
1477,Gunjur,2 BHK,1071.0,2.0,51.0,2,4761.9047619047615
1478,Gunjur,2 BHK,1063.0,2.0,40.0,2,3762.9350893697083
1479,Gunjur,2 BHK,1235.0,2.0,52.76,2,4272.064777327935
1480,Gunjur,3 BHK,1362.0,3.0,62.63,3,4598.384728340676
1481,Gunjur,3 BHK,1362.0,3.0,62.63,3,4598.384728340676
1482,Gunjur,2 BHK,1457.0,2.0,60.0,2,4118.050789293068
1483,HAL 2nd Stage,2 Bedroom,600.0,3.0,145.0,2,24166.666666666668
1484,HAL 2nd Stage,7 Bedroom,1000.0,7.0,250.0,7,25000.0
1485,HAL 2nd Stage,8 Bedroom,1000.0,7.0,260.0,8,26000.0
1486,HAL 2nd Stage,5 Bedroom,2040.0,4.0,500.0,5,24509.803921568626
1487,HBR Layout,4 Bedroom,675.0,3.0,59.0,4,8740.74074074074
1488,HBR Layout,3 BHK,2800.0,2.0,200.0,3,7142.857142857143
1489,HBR Layout,3 BHK,1722.0,3.0,95.0,3,5516.8408826945415
1490,HBR Layout,4 Bedroom,1200.0,4.0,120.0,4,10000.0
1491,HBR Layout,3 BHK,1783.0,3.0,125.0,3,7010.656197420079
1492,HBR Layout,3 BHK,1656.0,3.0,90.0,3,5434.782608695652
1493,HBR Layout,2 BHK,1089.0,2.0,60.0,2,5509.641873278237
1494,HBR Layout,3 BHK,1700.0,3.0,110.0,3,6470.588235294118
1495,HBR Layout,2 BHK,1198.0,2.0,65.0,2,5425.709515859767
1496,HBR Layout,4 Bedroom,1200.0,4.0,115.0,4,9583.333333333334
1497,HBR Layout,2 Bedroom,1200.0,2.0,120.0,2,10000.0
1498,HBR Layout,3 BHK,1832.0,3.0,160.0,3,8733.624454148472
1499,HRBR Layout,2 BHK,1374.0,2.0,95.0,2,6914.1193595342065
1500,HRBR Layout,2 BHK,1440.0,2.0,98.0,2,6805.555555555556
1501,HRBR Layout,3 BHK,2800.0,3.0,250.0,3,8928.57142857143
1502,HRBR Layout,2 BHK,1210.0,2.0,75.0,2,6198.347107438017
1503,HRBR Layout,2 BHK,1265.0,2.0,78.0,2,6166.00790513834
1504,HRBR Layout,2 BHK,1170.0,2.0,75.0,2,6410.25641025641
1505,HRBR Layout,3 BHK,1625.0,3.0,120.0,3,7384.615384615385
1506,HRBR Layout,2 BHK,1301.0,2.0,120.0,2,9223.674096848577
1507,HRBR Layout,2 BHK,1145.0,2.0,68.5,2,5982.532751091703
1508,HRBR Layout,2 BHK,1300.0,2.0,90.0,2,6923.076923076923
1509,HSR Layout,2 BHK,1372.0,2.0,68.0,2,4956.268221574344
1510,HSR Layout,3 BHK,1475.0,3.0,75.0,3,5084.745762711865
1511,HSR Layout,2 BHK,1467.0,2.0,55.0,2,3749.147920927062
1512,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1513,HSR Layout,2 BHK,1372.0,2.0,61.0,2,4446.064139941691
1514,HSR Layout,3 BHK,1750.0,3.0,95.0,3,5428.571428571428
1515,HSR Layout,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1516,HSR Layout,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
1517,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1518,HSR Layout,2 BHK,1372.0,2.0,61.0,2,4446.064139941691
1519,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1520,HSR Layout,2 BHK,1185.0,2.0,60.0,2,5063.291139240507
1521,HSR Layout,2 BHK,1127.0,2.0,68.0,2,6033.717834960071
1522,HSR Layout,2 BHK,1145.0,2.0,48.0,2,4192.139737991266
1523,HSR Layout,2 BHK,1009.0,2.0,56.0,2,5550.049554013875
1524,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1525,HSR Layout,2 BHK,1126.0,2.0,69.0,2,6127.886323268206
1526,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1527,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
1528,HSR Layout,2 BHK,1142.0,2.0,65.0,2,5691.768826619965
1529,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
1530,HSR Layout,3 BHK,1844.0,3.0,95.0,3,5151.843817787419
1531,HSR Layout,2 BHK,1203.0,2.0,72.0,2,5985.037406483791
1532,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1533,HSR Layout,5 Bedroom,4200.0,5.0,245.0,5,5833.333333333333
1534,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1535,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
1536,HSR Layout,2 BHK,1009.0,2.0,56.0,2,5550.049554013875
1537,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
1538,HSR Layout,2 BHK,1100.0,2.0,44.0,2,4000.0
1539,HSR Layout,2 BHK,1203.0,2.0,60.0,2,4987.5311720698255
1540,HSR Layout,2 BHK,1120.0,2.0,70.0,2,6250.0
1541,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1542,HSR Layout,2 BHK,1289.0,2.0,70.0,2,5430.566330488751
1543,HSR Layout,3 BHK,1844.0,3.0,89.0,3,4826.46420824295
1544,HSR Layout,2 BHK,1203.0,2.0,60.0,2,4987.5311720698255
1545,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
1546,Haralur Road,2 BHK,1240.0,2.0,70.0,2,5645.1612903225805
1547,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1548,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1549,Haralur Road,2 BHK,1202.0,2.0,53.0,2,4409.317803660566
1550,Haralur Road,2 BHK,1056.0,2.0,61.0,2,5776.515151515152
1551,Haralur Road,3 BHK,1810.0,3.0,100.0,3,5524.861878453039
1552,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
1553,Haralur Road,2 BHK,1225.0,2.0,67.38,2,5500.408163265306
1554,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1555,Haralur Road,3 BHK,1920.0,3.0,115.0,3,5989.583333333333
1556,Haralur Road,3 BHK,1875.0,3.0,110.0,3,5866.666666666667
1557,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1558,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1559,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
1560,Haralur Road,3 BHK,1875.0,3.0,110.0,3,5866.666666666667
1561,Haralur Road,2 BHK,1092.0,2.0,44.0,2,4029.3040293040294
1562,Haralur Road,3 BHK,2475.0,4.0,130.0,3,5252.525252525253
1563,Haralur Road,2 BHK,1300.0,2.0,73.0,2,5615.384615384615
1564,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1565,Haralur Road,3 BHK,1850.0,3.0,110.0,3,5945.945945945946
1566,Haralur Road,2 BHK,1225.0,2.0,67.38,2,5500.408163265306
1567,Haralur Road,2 BHK,1464.0,2.0,56.0,2,3825.136612021858
1568,Haralur Road,2 BHK,1000.0,2.0,44.0,2,4400.0
1569,Haralur Road,2 BHK,1300.0,2.0,79.0,2,6076.923076923077
1570,Haralur Road,3 BHK,1444.0,2.0,80.0,3,5540.16620498615
1571,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1572,Haralur Road,2 BHK,1225.0,2.0,70.0,2,5714.285714285715
1573,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
1574,Haralur Road,3 BHK,1830.0,3.0,101.0,3,5519.12568306011
1575,Haralur Road,2 BHK,1464.0,2.0,56.0,2,3825.136612021858
1576,Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
1577,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1578,Haralur Road,4 BHK,2805.0,5.0,160.0,4,5704.0998217468805
1579,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1580,Haralur Road,3 BHK,2017.0,3.0,105.0,3,5205.751115518096
1581,Haralur Road,3 BHK,1520.0,2.0,90.0,3,5921.0526315789475
1582,Haralur Road,2 BHK,1300.0,2.0,60.0,2,4615.384615384615
1583,Haralur Road,2 BHK,1056.0,2.0,60.0,2,5681.818181818182
1584,Haralur Road,2 BHK,1245.0,2.0,62.0,2,4979.919678714859
1585,Haralur Road,2 BHK,1140.0,2.0,58.0,2,5087.7192982456145
1586,Haralur Road,2 BHK,1027.0,2.0,43.0,2,4186.952288218111
1587,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1588,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1589,Haralur Road,3 BHK,1560.0,3.0,90.0,3,5769.2307692307695
1590,Haralur Road,3 BHK,1520.0,2.0,85.0,3,5592.105263157895
1591,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
1592,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
1593,Haralur Road,3 BHK,1650.0,3.0,100.0,3,6060.606060606061
1594,Haralur Road,3 BHK,1580.0,3.0,73.0,3,4620.2531645569625
1595,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1596,Haralur Road,3 BHK,1510.0,3.0,83.05,3,5500.0
1597,Haralur Road,3 BHK,1810.0,3.0,100.0,3,5524.861878453039
1598,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
1599,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
1600,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1601,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
1602,Haralur Road,3 BHK,1710.0,3.0,85.0,3,4970.7602339181285
1603,Haralur Road,3 BHK,1730.0,3.0,95.0,3,5491.329479768786
1604,Haralur Road,3 BHK,1817.0,3.0,110.0,3,6053.935057787562
1605,Haralur Road,2 BHK,1285.0,2.0,78.0,2,6070.038910505837
1606,Haralur Road,2 BHK,1225.0,2.0,67.48,2,5508.571428571428
1607,Haralur Road,2 BHK,1225.0,2.0,69.84,2,5701.224489795918
1608,Haralur Road,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
1609,Haralur Road,3 BHK,1976.0,3.0,92.0,3,4655.87044534413
1610,Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
1611,Haralur Road,2 BHK,1027.0,1.0,44.0,2,4284.323271665044
1612,Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
1613,Haralur Road,2 BHK,1230.0,2.0,67.65,2,5500.000000000001
1614,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
1615,Haralur Road,2 BHK,1092.0,2.0,44.0,2,4029.3040293040294
1616,Haralur Road,3 BHK,1735.0,3.0,97.0,3,5590.778097982709
1617,Haralur Road,3 BHK,1810.0,3.0,97.83,3,5404.972375690608
1618,Haralur Road,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
1619,Harlur,2 BHK,1174.0,2.0,69.0,2,5877.342419080068
1620,Harlur,2 BHK,1197.0,2.0,84.0,2,7017.543859649123
1621,Harlur,3 BHK,1757.0,3.0,132.0,3,7512.805919180421
1622,Harlur,2 BHK,1174.0,2.0,76.0,2,6473.594548551959
1623,Harlur,3 BHK,1754.0,3.0,125.0,3,7126.567844925884
1624,Harlur,2 BHK,1290.0,2.0,85.0,2,6589.147286821705
1625,Harlur,3 BHK,1752.12,3.0,116.0,3,6620.551103805676
1626,Harlur,3 BHK,1754.0,3.0,124.0,3,7069.555302166476
1627,Harlur,2 BHK,1152.0,2.0,69.0,2,5989.583333333333
1628,Harlur,2 BHK,1290.0,2.0,87.0,2,6744.186046511628
1629,Harlur,3 BHK,1749.0,3.0,115.0,3,6575.18582046884
1630,Harlur,3 BHK,2240.0,5.0,155.0,3,6919.642857142857
1631,Harlur,2 BHK,1197.0,2.0,79.0,2,6599.832915622389
1632,Harlur,2 BHK,1174.0,2.0,78.0,2,6643.9522998296425
1633,Harlur,2 BHK,1197.0,2.0,79.0,2,6599.832915622389
1635,Harlur,2 BHK,1174.0,2.0,75.0,2,6388.415672913117
1636,Harlur,3 BHK,1620.0,3.0,110.0,3,6790.123456790124
1637,Harlur,3 BHK,1756.0,3.0,131.0,3,7460.136674259681
1638,Harlur,3 BHK,1755.0,3.0,130.0,3,7407.407407407408
1639,Harlur,3 BHK,1864.0,3.0,140.0,3,7510.729613733905
1640,Harlur,2 BHK,1331.0,2.0,88.0,2,6611.570247933884
1641,Harlur,3 BHK,1756.0,3.0,128.0,3,7289.293849658315
1642,Harlur,3 BHK,1749.0,3.0,120.0,3,6861.06346483705
1643,Harlur,2 BHK,1197.0,2.0,82.0,2,6850.459482038429
1644,Harlur,2 BHK,1303.0,2.0,90.0,2,6907.137375287797
1645,Harlur,3 BHK,1754.0,3.0,132.0,3,7525.655644241733
1646,Harlur,2 BHK,1174.0,2.0,75.0,2,6388.415672913117
1647,Harlur,2 BHK,1197.0,2.0,78.0,2,6516.290726817043
1648,Harlur,2 BHK,1290.0,2.0,89.9,2,6968.992248062015
1649,Harlur,2 BHK,1386.0,2.0,85.0,2,6132.7561327561325
1650,Harlur,2 BHK,1174.0,2.0,74.0,2,6303.236797274276
1651,Harlur,2 BHK,1174.0,2.0,78.0,2,6643.9522998296425
1652,Harlur,3 BHK,1755.0,3.0,115.0,3,6552.706552706552
1654,Harlur,2 BHK,1197.0,2.0,77.0,2,6432.748538011696
1655,Harlur,3 BHK,1752.12,3.0,125.0,3,7134.214551514737
1657,Harlur,2 BHK,1197.0,2.0,76.0,2,6349.206349206349
1658,Harlur,2 BHK,1197.0,2.0,75.0,2,6265.664160401003
1659,Harlur,3 BHK,1755.0,3.0,117.0,3,6666.666666666667
1660,Harlur,2 BHK,1197.0,2.0,79.9,2,6675.020885547202
1661,Harlur,4 BHK,2990.0,4.0,225.0,4,7525.083612040134
1662,Harlur,2 BHK,1370.0,2.0,88.0,2,6423.3576642335765
1664,Hebbal,4 BHK,5611.5,4.0,477.0,4,8500.400962309543
1665,Hebbal,2 BHK,1349.0,2.0,98.2,2,7279.466271312083
1666,Hebbal,4 BHK,2483.0,5.0,212.0,4,8538.058799838904
1667,Hebbal,3 BHK,1760.0,2.0,130.0,3,7386.363636363636
1668,Hebbal,3 BHK,3450.0,5.0,260.0,3,7536.231884057971
1670,Hebbal,2 BHK,1349.0,2.0,98.0,2,7264.6404744255005
1672,Hebbal,2 BHK,687.325,2.0,42.72,2,6215.40028370858
1673,Hebbal,4 BHK,2483.0,5.0,215.0,4,8658.880386629078
1674,Hebbal,2 BHK,812.0,2.0,55.0,2,6773.399014778325
1675,Hebbal,4 BHK,3067.0,4.0,230.0,4,7499.184871209651
1676,Hebbal,4 BHK,3067.0,4.0,230.0,4,7499.184871209651
1677,Hebbal,2 BHK,1420.0,2.0,123.0,2,8661.971830985916
1678,Hebbal,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
1679,Hebbal,4 BHK,4235.0,4.0,365.0,4,8618.654073199528
1680,Hebbal,3 BHK,1700.0,3.0,124.0,3,7294.117647058823
1681,Hebbal,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
